  0.70  41.97 224.50
  0.70  42.01 224.47
  0.71  42.05 224.44
  0.71  42.08 224.41
  0.71  42.12 224.38
  0.71  42.15 224.35
  0.71  42.19 224.32
  0.71  42.23 224.29
  0.71  42.26 224.26
  0.72  42.30 224.23
  0.72  42.33 224.20
  0.72  42.37 224.17
  0.72  42.40 224.14
  0.72  42.44 224.11
  0.72  42.48 224.08
  0.72  42.51 224.05
  0.72  42.55 224.02
  0.73  42.58 223.99
  0.73  42.62 223.96
  0.73  42.65 223.93
  0.73  42.69 223.90
  0.73  42.73 223.87
  0.73  42.76 223.84
  0.73  42.80 223.81
  0.73  42.83 223.78
  0.74  42.87 223.75
  0.74  42.90 223.72
  0.74  42.94 223.69
  0.74  42.97 223.66
  0.74  43.01 223.63
  0.74  43.04 223.60
  0.74  43.08 223.57
  0.75  43.11 223.54
  0.75  43.15 223.51
  0.75  43.18 223.48
  0.75  43.22 223.45
  0.75  43.25 223.43
  0.75  43.29 223.40
  0.75  43.32 223.37
  0.75  43.36 223.34
  0.76  43.39 223.31
  0.76  43.43 223.28
  0.76  43.46 223.25
  0.76  43.50 223.22
  0.76  43.53 223.19
  0.76  43.57 223.16
  0.76  43.60 223.13
  0.76  43.64 223.10
  0.77  43.67 223.07
  0.77  43.70 223.04
  0.77  43.74 223.01
  0.77  43.77 222.98
  0.77  43.81 222.95
  0.77  43.84 222.92
  0.77  43.88 222.89
  0.78  43.91 222.86
  0.78  43.95 222.83
  0.78  43.98 222.80
  0.78  44.01 222.77
  0.78  44.05 222.74
  0.78  44.08 222.71
  0.78  44.12 222.68
  0.78  44.15 222.65
  0.79  44.19 222.62
  0.79  44.22 222.59
  0.79  44.25 222.57
  0.79  44.29 222.54
  0.79  44.32 222.51
  0.79  44.36 222.48
  0.79  44.39 222.45
  0.79  44.42 222.42
  0.80  44.46 222.39
  0.80  44.49 222.36
  0.80  44.52 222.33
  0.80  44.56 222.30
  0.80  44.59 222.27
  0.80  44.63 222.24
  0.80  44.66 222.22
  0.80  44.69 222.19
  0.81  44.73 222.16
  0.81  44.76 222.14
  0.81  44.79 222.11
  0.81  44.83 222.09
  0.81  44.86 222.06
  0.81  44.89 222.04
  0.81  44.93 222.01
  0.82  44.96 221.99
  0.82  44.99 221.97
  0.82  45.03 221.95
  0.82  45.06 221.92
  0.82  45.09 221.90
  0.82  45.13 221.88
  0.82  45.16 221.86
  0.82  45.19 221.84
  0.83  45.23 221.82
  0.83  45.26 221.79
  0.83  45.29 221.77
  0.83  45.33 221.75
  0.83  45.36 221.73
  0.83  45.39 221.71
  0.83  45.43 221.69
  0.83  45.46 221.67
  0.84  45.49 221.66
  0.84  45.52 221.64
  0.84  45.56 221.62
  0.84  45.59 221.60
  0.84  45.62 221.58
  0.84  45.66 221.56
  0.84  45.69 221.54
  0.85  45.72 221.52
  0.85  45.75 221.51
  0.85  45.79 221.49
  0.85  45.82 221.47
  0.85  45.85 221.45
  0.85  45.89 221.43
  0.85  45.92 221.42
  0.85  45.95 221.40
  0.86  45.98 221.38
  0.86  46.02 221.36
  0.86  46.05 221.35
  0.86  46.08 221.33
  0.86  46.11 221.31
  0.86  46.15 221.30
  0.86  46.18 221.28
  0.86  46.21 221.26
  0.87  46.24 221.25
  0.87  46.27 221.23
  0.87  46.31 221.21
  0.87  46.34 221.20
  0.87  46.37 221.18
  0.87  46.40 221.16
  0.87  46.44 221.15
  0.88  46.47 221.13
  0.88  46.50 221.11
  0.88  46.53 221.10
  0.88  46.56 221.08
  0.88  46.60 221.07
  0.88  46.63 221.05
  0.88  46.66 221.03
  0.88  46.69 221.02
  0.89  46.72 221.00
  0.89  46.76 220.99
  0.89  46.79 220.97
  0.89  46.82 220.95
  0.89  46.85 220.94
  0.89  46.88 220.92
  0.89  46.91 220.91
  0.89  46.95 220.89
  0.90  46.98 220.88
  0.90  47.01 220.86
  0.90  47.04 220.84
  0.90  47.07 220.83
  0.90  47.10 220.81
  0.90  47.14 220.80
  0.90  47.17 220.78
  0.91  47.20 220.77
  0.91  47.23 220.75
  0.91  47.26 220.74
  0.91  47.29 220.72
  0.91  47.32 220.71
  0.91  47.36 220.69
  0.91  47.39 220.67
  0.91  47.42 220.66
  0.92  47.45 220.64
  0.92  47.48 220.63
  0.92  47.51 220.61
  0.92  47.54 220.60
  0.92  47.57 220.58
  0.92  47.61 220.57
  0.92  47.64 220.55
  0.92  47.67 220.54
  0.93  47.70 220.52
  0.93  47.73 220.51
  0.93  47.76 220.49
  0.93  47.79 220.48
  0.93  47.82 220.46
  0.93  47.85 220.45
  0.93  47.89 220.43
  0.94  47.92 220.42
  0.94  47.95 220.40
  0.94  47.98 220.39
  0.94  48.01 220.37
  0.94  48.04 220.36
  0.94  48.07 220.34
  0.94  48.10 220.33
  0.94  48.13 220.31
  0.95  48.16 220.29
  0.95  48.19 220.28
  0.95  48.22 220.26
  0.95  48.25 220.25
  0.95  48.29 220.23
  0.95  48.32 220.22
  0.95  48.35 220.20
  0.95  48.38 220.19
  0.96  48.41 220.17
  0.96  48.44 220.16
  0.96  48.47 220.14
  0.96  48.50 220.13
  0.96  48.53 220.11
  0.96  48.56 220.10
  0.96  48.59 220.08
  0.96  48.62 220.07
  0.97  48.65 220.05
  0.97  48.68 220.04
  0.97  48.71 220.02
  0.97  48.74 220.01
  0.97  48.77 219.99
  0.97  48.80 219.98
  0.97  48.83 219.96
  0.98  48.86 219.95
  0.98  48.89 219.93
  0.98  48.92 219.92
  0.98  48.95 219.90
  0.98  48.98 219.89
  0.98  49.01 219.87
  0.98  49.04 219.86
  0.98  49.07 219.84
  0.99  49.10 219.83
  0.99  49.13 219.81
  0.99  49.16 219.80
  0.99  49.19 219.78
  0.99  49.22 219.76
  0.99  49.25 219.75
  0.99  49.28 219.73
  0.99  49.31 219.72
  1.00  49.34 219.70
  1.00  49.37 219.69
  1.00  49.40 219.67
  1.00  49.43 219.66
  1.00  49.46 219.64
  1.00  49.49 219.63
  1.00  49.52 219.61
  1.01  49.55 219.60
  1.01  49.58 219.58
  1.01  49.61 219.57
  1.01  49.64 219.55
  1.01  49.67 219.54
  1.01  49.70 219.52
  1.01  49.73 219.50
  1.01  49.76 219.49
  1.02  49.79 219.47
  1.02  49.82 219.46
  1.02  49.85 219.44
  1.02  49.87 219.43
  1.02  49.90 219.41
  1.02  49.93 219.40
  1.02  49.96 219.38
  1.02  49.99 219.37
  1.03  50.02 219.35
  1.03  50.05 219.34
  1.03  50.08 219.32
  1.03  50.11 219.30
  1.03  50.14 219.29
  1.03  50.17 219.27
  1.03  50.20 219.26
  1.04  50.23 219.24
  1.04  50.26 219.23
  1.04  50.28 219.21
  1.04  50.31 219.20
  1.04  50.34 219.18
  1.04  50.37 219.16
  1.04  50.40 219.15
  1.04  50.43 219.13
  1.05  50.46 219.12
  1.05  50.49 219.10
  1.05  50.52 219.09
  1.05  50.55 219.07
  1.05  50.57 219.06
  1.05  50.60 219.04
  1.05  50.63 219.02
  1.05  50.66 219.01
  1.06  50.69 218.99
  1.06  50.72 218.98
  1.06  50.75 218.96
  1.06  50.78 218.95
  1.06  50.80 218.93
  1.06  50.83 218.91
  1.06  50.86 218.90
  1.07  50.89 218.88
  1.07  50.92 218.87
  1.07  50.95 218.85
  1.07  50.98 218.83
  1.07  51.00 218.82
  1.07  51.03 218.80
  1.07  51.06 218.79
  1.07  51.09 218.77
  1.08  51.12 218.76
  1.08  51.15 218.74
  1.08  51.18 218.72
  1.08  51.20 218.71
  1.08  51.23 218.69
  1.08  51.26 218.68
  1.08  51.29 218.66
  1.08  51.32 218.64
  1.09  51.35 218.63
  1.09  51.37 218.61
  1.09  51.40 218.60
  1.09  51.43 218.58
  1.09  51.46 218.56
  1.09  51.49 218.55
  1.09  51.52 218.53
  1.09  51.54 218.52
  1.10  51.57 218.50
  1.10  51.60 218.48
  1.10  51.63 218.47
  1.10  51.66 218.45
  1.10  51.69 218.44
  1.10  51.71 218.42
  1.10  51.74 218.40
  1.11  51.77 218.39
  1.11  51.80 218.37
  1.11  51.83 218.36
  1.11  51.85 218.34
  1.11  51.88 218.32
  1.11  51.91 218.31
  1.11  51.94 218.29
  1.11  51.97 218.27
  1.12  51.99 218.26
  1.12  52.02 218.24
  1.12  52.05 218.23
  1.12  52.08 218.21
  1.12  52.10 218.19
  1.12  52.13 218.18
  1.12  52.16 218.16
  1.12  52.19 218.14
  1.13  52.22 218.13
  1.13  52.24 218.11
  1.13  52.27 218.09
  1.13  52.30 218.08
  1.13  52.33 218.06
  1.13  52.35 218.05
  1.13  52.38 218.03
  1.14  52.41 218.01
  1.14  52.44 218.00
  1.14  52.46 217.98
  1.14  52.49 217.96
  1.14  52.52 217.95
  1.14  52.55 217.93
  1.14  52.57 217.91
  1.14  52.60 217.90
  1.15  52.63 217.88
  1.15  52.66 217.86
  1.15  52.68 217.85
  1.15  52.71 217.83
  1.15  52.74 217.81
  1.15  52.77 217.80
  1.15  52.79 217.78
  1.15  52.82 217.76
  1.16  52.85 217.75
  1.16  52.88 217.73
  1.16  52.90 217.71
  1.16  52.93 217.70
  1.16  52.96 217.68
  1.16  52.99 217.66
  1.16  53.01 217.65
  1.17  53.04 217.63
  1.17  53.07 217.61
  1.17  53.09 217.60
  1.17  53.12 217.58
  1.17  53.15 217.56
  1.17  53.18 217.55
  1.17  53.20 217.53
  1.17  53.23 217.51
  1.18  53.26 217.50
  1.18  53.28 217.48
  1.18  53.31 217.46
  1.18  53.34 217.45
  1.18  53.36 217.43
  1.18  53.39 217.41
  1.18  53.42 217.40
  1.18  53.45 217.38
  1.19  53.47 217.36
  1.19  53.50 217.35
  1.19  53.53 217.33
  1.19  53.55 217.31
  1.19  53.58 217.30
  1.19  53.61 217.28
  1.19  53.63 217.26
  1.20  53.66 217.24
  1.20  53.69 217.23
  1.20  53.71 217.21
  1.20  53.74 217.19
  1.20  53.77 217.18
  1.20  53.79 217.16
  1.20  53.82 217.14
  1.20  53.85 217.13
  1.21  53.87 217.11
  1.21  53.90 217.09
  1.21  53.93 217.07
  1.21  53.95 217.06
  1.21  53.98 217.04
  1.21  54.01 217.02
  1.21  54.03 217.01
  1.21  54.06 216.99
  1.22  54.09 216.97
  1.22  54.11 216.95
  1.22  54.14 216.94
  1.22  54.17 216.92
  1.22  54.19 216.90
  1.22  54.22 216.89
  1.22  54.25 216.87
  1.23  54.27 216.85
  1.23  54.30 216.83
  1.23  54.33 216.82
  1.23  54.35 216.80
  1.23  54.38 216.78
  1.23  54.40 216.77
  1.23  54.43 216.75
  1.23  54.46 216.73
  1.24  54.48 216.71
  1.24  54.51 216.70
  1.24  54.54 216.68
  1.24  54.56 216.66
  1.24  54.59 216.64
  1.24  54.61 216.63
  1.24  54.64 216.61
  1.24  54.67 216.59
  1.25  54.69 216.58
  1.25  54.72 216.56
  1.25  54.75 216.54
  1.25  54.77 216.52
  1.25  54.80 216.51
  1.25  54.82 216.49
  1.25  54.85 216.47
  1.25  54.88 216.45
  1.26  54.90 216.44
  1.26  54.93 216.42
  1.26  54.95 216.40
  1.26  54.98 216.38
  1.26  55.01 216.37
  1.26  55.03 216.35
  1.26  55.06 216.33
  1.27  55.08 216.31
  1.27  55.11 216.30
  1.27  55.14 216.28
  1.27  55.16 216.26
  1.27  55.19 216.24
  1.27  55.21 216.23
  1.27  55.24 216.21
  1.27  55.27 216.19
  1.28  55.29 216.17
  1.28  55.32 216.16
  1.28  55.34 216.14
  1.28  55.37 216.12
  1.28  55.39 216.10
  1.28  55.42 216.09
  1.28  55.45 216.07
  1.28  55.47 216.05
  1.29  55.50 216.03
  1.29  55.52 216.01
  1.29  55.55 216.00
  1.29  55.57 215.98
  1.29  55.60 215.96
  1.29  55.63 215.94
  1.29  55.65 215.93
  1.30  55.68 215.91
  1.30  55.70 215.89
  1.30  55.73 215.87
  1.30  55.75 215.86
  1.30  55.78 215.84
  1.30  55.80 215.82
  1.30  55.83 215.80
  1.30  55.86 215.78
  1.31  55.88 215.77
  1.31  55.91 215.75
  1.31  55.93 215.73
  1.31  55.96 215.71
  1.31  55.98 215.70
  1.31  56.01 215.68
  1.31  56.03 215.66
  1.31  56.06 215.64
  1.32  56.08 215.62
  1.32  56.11 215.61
  1.32  56.13 215.59
  1.32  56.16 215.57
  1.32  56.18 215.55
  1.32  56.21 215.54
  1.32  56.24 215.52
  1.33  56.26 215.50
  1.33  56.29 215.48
  1.33  56.31 215.46
  1.33  56.34 215.45
  1.33  56.36 215.43
  1.33  56.39 215.41
  1.33  56.41 215.39
  1.33  56.44 215.37
  1.34  56.46 215.36
  1.34  56.49 215.34
  1.34  56.51 215.32
  1.34  56.54 215.30
  1.34  56.56 215.28
  1.34  56.59 215.27
  1.34  56.61 215.25
  1.34  56.64 215.23
  1.35  56.66 215.21
  1.35  56.69 215.19
  1.35  56.71 215.18
  1.35  56.74 215.16
  1.35  56.76 215.14
  1.35  56.79 215.12
  1.35  56.81 215.10
  1.36  56.84 215.09
  1.36  56.86 215.07
  1.36  56.89 215.05
  1.36  56.91 215.03
  1.36  56.94 215.01
  1.36  56.96 215.00
  1.36  56.99 214.99
  1.36  57.01 214.99
  1.37  57.04 214.99
  1.37  57.06 214.99
  1.37  57.09 214.99
  1.37  57.11 214.99
  1.37  57.14 214.99
  1.37  57.16 214.99
  1.37  57.19 214.98
  1.37  57.21 214.98
  1.38  57.23 214.98
  1.38  57.26 214.98
  1.38  57.28 214.98
  1.38  57.31 214.97
  1.38  57.33 214.97
  1.38  57.36 214.97
  1.38  57.38 214.97
  1.38  57.41 214.97
  1.39  57.43 214.97
  1.39  57.46 214.96
  1.39  57.48 214.96
  1.39  57.51 214.96
  1.39  57.53 214.96
  1.39  57.55 214.95
  1.39  57.58 214.95
  1.40  57.60 214.95
  1.40  57.63 214.95
  1.40  57.65 214.94
  1.40  57.68 214.94
  1.40  57.70 214.94
  1.40  57.73 214.94
  1.40  57.75 214.93
