 19.73 150.75 183.23
 19.73 150.75 183.23
 19.73 150.75 183.23
 19.73 150.76 183.23
 19.73 150.76 183.23
 19.73 150.76 183.23
 19.74 150.76 183.23
 19.74 150.76 183.23
 19.74 150.77 183.23
 19.74 150.77 183.23
 19.74 150.77 183.23
 19.74 150.77 183.23
 19.74 150.77 183.23
 19.74 150.78 183.23
 19.75 150.78 183.23
 19.75 150.78 183.23
 19.75 150.78 183.23
 19.75 150.79 183.23
 19.75 150.79 183.23
 19.75 150.79 183.23
 19.75 150.79 183.23
 19.76 150.79 183.23
 19.76 150.80 183.23
 19.76 150.80 183.23
 19.76 150.80 183.23
 19.76 150.80 183.23
 19.76 150.80 183.23
 19.76 150.81 183.23
 19.76 150.81 183.23
 19.77 150.81 183.23
 19.77 150.81 183.23
 19.77 150.81 183.23
 19.77 150.82 183.23
 19.77 150.82 183.23
 19.77 150.82 183.23
 19.77 150.82 183.23
 19.77 150.83 183.23
 19.78 150.83 183.23
 19.78 150.83 183.23
 19.78 150.83 183.23
 19.78 150.83 183.23
 19.78 150.84 183.23
 19.78 150.84 183.23
 19.78 150.84 183.23
 19.78 150.84 183.23
 19.79 150.84 183.23
 19.79 150.85 183.23
 19.79 150.85 183.23
 19.79 150.85 183.23
 19.79 150.85 183.23
 19.79 150.85 183.23
 19.79 150.86 183.23
 19.80 150.86 183.23
 19.80 150.86 183.23
 19.80 150.86 183.23
 19.80 150.87 183.23
 19.80 150.87 183.23
 19.80 150.87 183.23
 19.80 150.87 183.23
 19.80 150.87 183.23
 19.81 150.88 183.22
 19.81 150.88 183.22
 19.81 150.88 183.22
 19.81 150.88 183.22
 19.81 150.88 183.22
 19.81 150.89 183.22
 19.81 150.89 183.22
 19.81 150.89 183.22
 19.82 150.89 183.22
 19.82 150.89 183.22
 19.82 150.90 183.22
 19.82 150.90 183.22
 19.82 150.90 183.22
 19.82 150.90 183.22
 19.82 150.90 183.22
 19.83 150.91 183.22
 19.83 150.91 183.22
 19.83 150.91 183.22
 19.83 150.91 183.22
 19.83 150.92 183.22
 19.83 150.92 183.22
 19.83 150.92 183.22
 19.83 150.92 183.22
 19.84 150.92 183.22
 19.84 150.93 183.22
 19.84 150.93 183.22
 19.84 150.93 183.22
 19.84 150.93 183.22
 19.84 150.93 183.22
 19.84 150.94 183.22
 19.84 150.94 183.22
 19.85 150.94 183.22
 19.85 150.94 183.22
 19.85 150.94 183.22
 19.85 150.95 183.22
 19.85 150.95 183.22
 19.85 150.95 183.22
 19.85 150.95 183.22
 19.86 150.95 183.22
 19.86 150.96 183.22
 19.86 150.96 183.22
 19.86 150.96 183.22
 19.86 150.96 183.22
 19.86 150.97 183.22
 19.86 150.97 183.22
 19.86 150.97 183.22
 19.87 150.97 183.22
 19.87 150.97 183.22
 19.87 150.98 183.22
 19.87 150.98 183.22
 19.87 150.98 183.22
 19.87 150.98 183.22
 19.87 150.98 183.22
 19.87 150.99 183.22
 19.88 150.99 183.22
 19.88 150.99 183.22
 19.88 150.99 183.22
 19.88 150.99 183.22
 19.88 151.00 183.22
 19.88 151.00 183.22
 19.88 151.00 183.22
 19.89 151.00 183.22
 19.89 151.00 183.22
 19.89 151.01 183.22
 19.89 151.01 183.22
 19.89 151.01 183.22
 19.89 151.01 183.22
 19.89 151.02 183.22
 19.89 151.02 183.22
 19.90 151.02 183.22
 19.90 151.02 183.22
 19.90 151.02 183.22
 19.90 151.03 183.22
 19.90 151.03 183.22
 19.90 151.03 183.22
 19.90 151.03 183.22
 19.90 151.03 183.22
 19.91 151.04 183.22
 19.91 151.04 183.21
 19.91 151.04 183.21
 19.91 151.04 183.21
 19.91 151.04 183.21
 19.91 151.05 183.21
 19.91 151.05 183.21
 19.92 151.05 183.21
 19.92 151.05 183.21
 19.92 151.05 183.21
 19.92 151.06 183.21
 19.92 151.06 183.21
 19.92 151.06 183.21
 19.92 151.06 183.21
 19.92 151.07 183.21
 19.93 151.07 183.21
 19.93 151.07 183.21
 19.93 151.07 183.21
 19.93 151.07 183.21
 19.93 151.08 183.21
 19.93 151.08 183.21
 19.93 151.08 183.21
 19.93 151.08 183.21
 19.94 151.08 183.21
 19.94 151.09 183.21
 19.94 151.09 183.21
 19.94 151.09 183.21
 19.94 151.09 183.21
 19.94 151.09 183.21
 19.94 151.10 183.21
 19.94 151.10 183.21
 19.95 151.10 183.21
 19.95 151.10 183.21
 19.95 151.10 183.21
 19.95 151.11 183.21
 19.95 151.11 183.21
 19.95 151.11 183.21
 19.95 151.11 183.21
 19.96 151.11 183.21
 19.96 151.12 183.21
 19.96 151.12 183.21
 19.96 151.12 183.21
 19.96 151.12 183.21
 19.96 151.13 183.21
 19.96 151.13 183.21
 19.96 151.13 183.21
 19.97 151.13 183.21
 19.97 151.13 183.21
 19.97 151.14 183.21
 19.97 151.14 183.21
 19.97 151.14 183.21
 19.97 151.14 183.21
 19.97 151.14 183.21
 19.97 151.15 183.21
 19.98 151.15 183.21
 19.98 151.15 183.21
 19.98 151.15 183.21
 19.98 151.15 183.21
 19.98 151.16 183.21
 19.98 151.16 183.21
 19.98 151.16 183.21
 19.99 151.16 183.21
 19.99 151.16 183.21
 19.99 151.17 183.21
 19.99 151.17 183.21
 19.99 151.17 183.21
 19.99 151.17 183.21
 19.99 151.17 183.21
 19.99 151.18 183.21
 20.00 151.18 183.21
 20.00 151.18 183.21
 20.00 151.18 183.21
 20.00 151.19 183.21
 20.00 151.19 183.21
 20.00 151.19 183.21
 20.00 151.19 183.21
 20.00 151.19 183.21
 20.01 151.20 183.21
 20.01 151.20 183.21
 20.01 151.20 183.21
 20.01 151.20 183.21
 20.01 151.20 183.21
 20.01 151.21 183.21
 20.01 151.21 183.21
 20.02 151.21 183.20
 20.02 151.21 183.20
 20.02 151.21 183.20
 20.02 151.22 183.20
 20.02 151.22 183.20
 20.02 151.22 183.20
 20.02 151.22 183.20
 20.02 151.22 183.20
 20.03 151.23 183.20
 20.03 151.23 183.20
 20.03 151.23 183.20
 20.03 151.23 183.20
 20.03 151.23 183.20
 20.03 151.24 183.20
 20.03 151.24 183.20
 20.03 151.24 183.20
 20.04 151.24 183.20
 20.04 151.25 183.20
 20.04 151.25 183.20
 20.04 151.25 183.20
 20.04 151.25 183.20
 20.04 151.25 183.20
 20.04 151.26 183.20
 20.05 151.26 183.20
 20.05 151.26 183.20
 20.05 151.26 183.20
 20.05 151.26 183.20
 20.05 151.27 183.20
 20.05 151.27 183.20
 20.05 151.27 183.20
 20.05 151.27 183.20
 20.06 151.27 183.20
 20.06 151.28 183.20
 20.06 151.28 183.20
 20.06 151.28 183.20
 20.06 151.28 183.20
 20.06 151.28 183.20
 20.06 151.29 183.20
 20.06 151.29 183.20
 20.07 151.29 183.20
 20.07 151.29 183.20
 20.07 151.29 183.20
 20.07 151.30 183.20
 20.07 151.30 183.20
 20.07 151.30 183.20
 20.07 151.30 183.20
 20.07 151.30 183.20
 20.08 151.31 183.20
 20.08 151.31 183.20
 20.08 151.31 183.20
 20.08 151.31 183.20
 20.08 151.31 183.20
 20.08 151.32 183.20
 20.08 151.32 183.20
 20.09 151.32 183.20
 20.09 151.32 183.20
 20.09 151.33 183.20
 20.09 151.33 183.20
 20.09 151.33 183.20
 20.09 151.33 183.20
 20.09 151.33 183.20
 20.09 151.34 183.20
 20.10 151.34 183.20
 20.10 151.34 183.20
 20.10 151.34 183.20
 20.10 151.34 183.20
 20.10 151.35 183.20
 20.10 151.35 183.20
 20.10 151.35 183.20
 20.10 151.35 183.20
 20.11 151.35 183.20
 20.11 151.36 183.20
 20.11 151.36 183.20
 20.11 151.36 183.20
 20.11 151.36 183.20
 20.11 151.36 183.20
 20.11 151.37 183.20
 20.12 151.37 183.20
 20.12 151.37 183.20
 20.12 151.37 183.20
 20.12 151.37 183.20
 20.12 151.38 183.20
 20.12 151.38 183.20
 20.12 151.38 183.20
 20.12 151.38 183.20
 20.13 151.38 183.20
 20.13 151.39 183.19
 20.13 151.39 183.19
 20.13 151.39 183.19
 20.13 151.39 183.19
 20.13 151.39 183.19
 20.13 151.40 183.19
 20.13 151.40 183.19
 20.14 151.40 183.19
 20.14 151.40 183.19
 20.14 151.40 183.19
 20.14 151.41 183.19
 20.14 151.41 183.19
 20.14 151.41 183.19
 20.14 151.41 183.19
 20.15 151.42 183.19
 20.15 151.42 183.19
 20.15 151.42 183.19
 20.15 151.42 183.19
 20.15 151.42 183.19
 20.15 151.43 183.19
 20.15 151.43 183.19
 20.15 151.43 183.19
 20.16 151.43 183.19
 20.16 151.43 183.19
 20.16 151.44 183.19
 20.16 151.44 183.19
 20.16 151.44 183.19
 20.16 151.44 183.19
 20.16 151.44 183.19
 20.16 151.45 183.19
 20.17 151.45 183.19
 20.17 151.45 183.19
 20.17 151.45 183.19
 20.17 151.45 183.19
 20.17 151.46 183.19
 20.17 151.46 183.19
 20.17 151.46 183.19
 20.18 151.46 183.19
 20.18 151.46 183.19
 20.18 151.47 183.19
 20.18 151.47 183.19
 20.18 151.47 183.19
 20.18 151.47 183.19
 20.18 151.47 183.19
 20.18 151.48 183.19
 20.19 151.48 183.19
 20.19 151.48 183.19
 20.19 151.48 183.19
 20.19 151.48 183.19
 20.19 151.49 183.19
 20.19 151.49 183.19
 20.19 151.49 183.19
 20.19 151.49 183.19
 20.20 151.49 183.19
 20.20 151.50 183.19
 20.20 151.50 183.19
 20.20 151.50 183.19
 20.20 151.50 183.19
 20.20 151.50 183.19
 20.20 151.51 183.19
 20.21 151.51 183.19
 20.21 151.51 183.19
 20.21 151.51 183.19
 20.21 151.52 183.19
 20.21 151.52 183.19
 20.21 151.52 183.19
 20.21 151.52 183.19
 20.21 151.52 183.19
 20.22 151.53 183.19
 20.22 151.53 183.19
 20.22 151.53 183.19
 20.22 151.53 183.19
 20.22 151.53 183.19
 20.22 151.54 183.19
 20.22 151.54 183.19
 20.22 151.54 183.19
 20.23 151.54 183.19
 20.23 151.54 183.19
 20.23 151.55 183.19
 20.23 151.55 183.19
 20.23 151.55 183.19
 20.23 151.55 183.19
 20.23 151.55 183.19
 20.23 151.56 183.19
 20.24 151.56 183.19
 20.24 151.56 183.19
 20.24 151.56 183.19
 20.24 151.56 183.19
 20.24 151.57 183.19
 20.24 151.57 183.19
 20.24 151.57 183.19
 20.25 151.57 183.18
 20.25 151.57 183.18
 20.25 151.58 183.18
 20.25 151.58 183.18
 20.25 151.58 183.18
 20.25 151.58 183.18
 20.25 151.58 183.18
 20.25 151.59 183.18
 20.26 151.59 183.18
 20.26 151.59 183.18
 20.26 151.59 183.18
 20.26 151.59 183.18
 20.26 151.60 183.18
 20.26 151.60 183.18
 20.26 151.60 183.18
 20.26 151.60 183.18
 20.27 151.60 183.18
 20.27 151.61 183.18
 20.27 151.61 183.18
 20.27 151.61 183.18
 20.27 151.61 183.18
 20.27 151.61 183.18
 20.27 151.62 183.18
 20.28 151.62 183.18
 20.28 151.62 183.18
 20.28 151.62 183.18
 20.28 151.62 183.18
 20.28 151.63 183.18
 20.28 151.63 183.18
 20.28 151.63 183.18
 20.28 151.63 183.18
 20.29 151.63 183.18
 20.29 151.64 183.18
 20.29 151.64 183.18
 20.29 151.64 183.18
 20.29 151.64 183.18
 20.29 151.64 183.18
 20.29 151.65 183.18
 20.29 151.65 183.18
 20.30 151.65 183.18
 20.30 151.65 183.18
 20.30 151.65 183.18
 20.30 151.66 183.18
 20.30 151.66 183.18
 20.30 151.66 183.18
 20.30 151.66 183.18
 20.31 151.66 183.18
 20.31 151.67 183.18
 20.31 151.67 183.18
 20.31 151.67 183.18
 20.31 151.67 183.18
 20.31 151.68 183.18
 20.31 151.68 183.18
 20.31 151.68 183.18
 20.32 151.68 183.18
 20.32 151.68 183.18
 20.32 151.69 183.18
 20.32 151.69 183.18
 20.32 151.69 183.18
 20.32 151.69 183.18
 20.32 151.69 183.18
 20.32 151.70 183.18
 20.33 151.70 183.18
 20.33 151.70 183.18
 20.33 151.70 183.18
 20.33 151.70 183.18
 20.33 151.71 183.18
 20.33 151.71 183.18
 20.33 151.71 183.18
 20.34 151.71 183.18
 20.34 151.71 183.18
 20.34 151.72 183.18
 20.34 151.72 183.18
 20.34 151.72 183.18
 20.34 151.72 183.18
 20.34 151.72 183.18
 20.34 151.73 183.18
 20.35 151.73 183.18
 20.35 151.73 183.18
 20.35 151.73 183.18
 20.35 151.73 183.18
 20.35 151.74 183.18
 20.35 151.74 183.18
 20.35 151.74 183.18
 20.35 151.74 183.18
 20.36 151.74 183.18
 20.36 151.75 183.18
 20.36 151.75 183.18
 20.36 151.75 183.18
 20.36 151.75 183.18
 20.36 151.75 183.18
 20.36 151.76 183.18
 20.36 151.76 183.18
 20.37 151.76 183.18
 20.37 151.76 183.18
 20.37 151.76 183.18
 20.37 151.77 183.17
 20.37 151.77 183.17
 20.37 151.77 183.17
 20.37 151.77 183.17
 20.38 151.77 183.17
 20.38 151.78 183.17
 20.38 151.78 183.17
 20.38 151.78 183.17
 20.38 151.78 183.17
 20.38 151.78 183.17
 20.38 151.79 183.17
 20.38 151.79 183.17
 20.39 151.79 183.17
 20.39 151.79 183.17
 20.39 151.79 183.17
 20.39 151.80 183.17
 20.39 151.80 183.17
 20.39 151.80 183.17
 20.39 151.80 183.17
 20.39 151.80 183.17
 20.40 151.81 183.17
 20.40 151.81 183.17
 20.40 151.81 183.17
 20.40 151.81 183.17
 20.40 151.81 183.17
 20.40 151.82 183.17
 20.40 151.82 183.17
 20.41 151.82 183.17
 20.41 151.82 183.17
 20.41 151.82 183.17
 20.41 151.83 183.17
 20.41 151.83 183.17
 20.41 151.83 183.17
 20.41 151.83 183.17
 20.41 151.83 183.17
 20.42 151.84 183.17
 20.42 151.84 183.17
 20.42 151.84 183.17
 20.42 151.84 183.17
 20.42 151.84 183.17
 20.42 151.85 183.17
 20.42 151.85 183.17
 20.42 151.85 183.17
 20.43 151.85 183.17
 20.43 151.85 183.17
 20.43 151.86 183.17
 20.43 151.86 183.17
 20.43 151.86 183.17
 20.43 151.86 183.17
 20.43 151.86 183.17
 20.44 151.87 183.17
 20.44 151.87 183.17
 20.44 151.87 183.17
 20.44 151.87 183.17
 20.44 151.87 183.17
 20.44 151.88 183.17
 20.44 151.88 183.17
 20.44 151.88 183.17
 20.45 151.88 183.17
 20.45 151.88 183.17
 20.45 151.89 183.17
 20.45 151.89 183.17
 20.45 151.89 183.17
 20.45 151.89 183.17
 20.45 151.89 183.17
 20.45 151.90 183.17
 20.46 151.90 183.17
 20.46 151.90 183.17
 20.46 151.90 183.17
 20.46 151.90 183.17
 20.46 151.91 183.17
 20.46 151.91 183.17
 20.46 151.91 183.17
 20.47 151.91 183.17
 20.47 151.91 183.17
 20.47 151.92 183.17
 20.47 151.92 183.17
 20.47 151.92 183.17
 20.47 151.92 183.17
 20.47 151.92 183.17
 20.47 151.93 183.17
 20.48 151.93 183.17
 20.48 151.93 183.17
 20.48 151.93 183.17
 20.48 151.93 183.17
 20.48 151.94 183.17
 20.48 151.94 183.17
 20.48 151.94 183.17
 20.48 151.94 183.17
 20.49 151.94 183.17
 20.49 151.95 183.17
 20.49 151.95 183.17
 20.49 151.95 183.17
 20.49 151.95 183.17
 20.49 151.95 183.17
 20.49 151.96 183.17
 20.50 151.96 183.17
 20.50 151.96 183.17
 20.50 151.96 183.17
 20.50 151.96 183.17
 20.50 151.97 183.17
 20.50 151.97 183.16
 20.50 151.97 183.16
 20.50 151.97 183.16
 20.51 151.97 183.16
 20.51 151.98 183.16
 20.51 151.98 183.16
 20.51 151.98 183.16
 20.51 151.98 183.16
 20.51 151.98 183.16
 20.51 151.99 183.16
 20.51 151.99 183.16
 20.52 151.99 183.16
 20.52 151.99 183.16
 20.52 151.99 183.16
 20.52 152.00 183.16
 20.52 152.00 183.16
 20.52 152.00 183.16
 20.52 152.00 183.16
 20.52 152.00 183.16
 20.53 152.01 183.16
 20.53 152.01 183.16
 20.53 152.01 183.16
 20.53 152.01 183.16
 20.53 152.01 183.16
 20.53 152.02 183.16
 20.53 152.02 183.16
 20.54 152.02 183.16
 20.54 152.02 183.16
 20.54 152.02 183.16
 20.54 152.03 183.16
 20.54 152.03 183.16
 20.54 152.03 183.16
 20.54 152.03 183.16
 20.54 152.03 183.16
 20.55 152.04 183.16
 20.55 152.04 183.16
 20.55 152.04 183.16
 20.55 152.04 183.16
 20.55 152.04 183.16
 20.55 152.05 183.16
 20.55 152.05 183.16
 20.55 152.05 183.16
 20.56 152.05 183.16
 20.56 152.05 183.16
 20.56 152.06 183.16
 20.56 152.06 183.16
 20.56 152.06 183.16
 20.56 152.06 183.16
 20.56 152.06 183.16
 20.57 152.07 183.16
 20.57 152.07 183.16
 20.57 152.07 183.16
 20.57 152.07 183.16
 20.57 152.07 183.16
 20.57 152.08 183.16
 20.57 152.08 183.16
 20.57 152.08 183.16
 20.58 152.08 183.16
 20.58 152.08 183.16
 20.58 152.08 183.16
 20.58 152.09 183.16
 20.58 152.09 183.16
 20.58 152.09 183.16
 20.58 152.09 183.16
 20.58 152.09 183.16
 20.59 152.10 183.16
 20.59 152.10 183.16
 20.59 152.10 183.16
 20.59 152.10 183.16
 20.59 152.10 183.16
 20.59 152.11 183.16
 20.59 152.11 183.16
 20.60 152.11 183.16
 20.60 152.11 183.16
 20.60 152.11 183.16
 20.60 152.12 183.16
 20.60 152.12 183.16
 20.60 152.12 183.16
 20.60 152.12 183.16
 20.60 152.12 183.16
 20.61 152.13 183.16
 20.61 152.13 183.16
 20.61 152.13 183.16
 20.61 152.13 183.16
 20.61 152.13 183.16
 20.61 152.14 183.16
 20.61 152.14 183.16
 20.61 152.14 183.16
 20.62 152.14 183.16
 20.62 152.14 183.16
 20.62 152.15 183.16
 20.62 152.15 183.16
 20.62 152.15 183.16
 20.62 152.15 183.16
 20.62 152.15 183.16
 20.63 152.16 183.16
 20.63 152.16 183.16
 20.63 152.16 183.16
 20.63 152.16 183.16
 20.63 152.16 183.16
 20.63 152.17 183.16
 20.63 152.17 183.16
 20.63 152.17 183.16
 20.64 152.17 183.16
 20.64 152.17 183.16
 20.64 152.18 183.16
 20.64 152.18 183.16
 20.64 152.18 183.16
 20.64 152.18 183.15
 20.64 152.18 183.15
 20.64 152.19 183.15
 20.65 152.19 183.15
 20.65 152.19 183.15
 20.65 152.19 183.15
 20.65 152.19 183.15
 20.65 152.20 183.15
 20.65 152.20 183.15
 20.65 152.20 183.15
 20.65 152.20 183.15
 20.66 152.20 183.15
 20.66 152.21 183.15
 20.66 152.21 183.15
 20.66 152.21 183.15
 20.66 152.21 183.15
 20.66 152.21 183.15
 20.66 152.22 183.15
 20.67 152.22 183.15
 20.67 152.22 183.15
 20.67 152.22 183.15
 20.67 152.22 183.15
 20.67 152.23 183.15
 20.67 152.23 183.15
 20.67 152.23 183.15
 20.67 152.23 183.15
 20.68 152.23 183.15
 20.68 152.23 183.15
 20.68 152.24 183.15
 20.68 152.24 183.15
 20.68 152.24 183.15
 20.68 152.24 183.15
 20.68 152.24 183.15
 20.68 152.25 183.15
 20.69 152.25 183.15
 20.69 152.25 183.15
 20.69 152.25 183.15
 20.69 152.25 183.15
 20.69 152.26 183.15
 20.69 152.26 183.15
 20.69 152.26 183.15
 20.70 152.26 183.15
 20.70 152.26 183.15
 20.70 152.27 183.15
 20.70 152.27 183.15
 20.70 152.27 183.15
 20.70 152.27 183.15
 20.70 152.27 183.15
 20.70 152.28 183.15
 20.71 152.28 183.15
 20.71 152.28 183.15
 20.71 152.28 183.15
 20.71 152.28 183.15
 20.71 152.29 183.15
 20.71 152.29 183.15
 20.71 152.29 183.15
 20.71 152.29 183.15
 20.72 152.29 183.15
 20.72 152.30 183.15
 20.72 152.30 183.15
 20.72 152.30 183.15
 20.72 152.30 183.15
 20.72 152.30 183.15
 20.72 152.31 183.15
 20.73 152.31 183.15
 20.73 152.31 183.15
 20.73 152.31 183.15
 20.73 152.31 183.15
 20.73 152.32 183.15
 20.73 152.32 183.15
 20.73 152.32 183.15
 20.73 152.32 183.15
 20.74 152.32 183.15
 20.74 152.33 183.15
 20.74 152.33 183.15
 20.74 152.33 183.15
 20.74 152.33 183.15
 20.74 152.33 183.15
 20.74 152.34 183.15
 20.74 152.34 183.15
 20.75 152.34 183.15
 20.75 152.34 183.15
 20.75 152.34 183.15
 20.75 152.34 183.15
 20.75 152.35 183.15
 20.75 152.35 183.15
 20.75 152.35 183.15
 20.76 152.35 183.15
 20.76 152.35 183.15
 20.76 152.36 183.15
 20.76 152.36 183.15
 20.76 152.36 183.15
 20.76 152.36 183.15
 20.76 152.36 183.15
 20.76 152.37 183.15
 20.77 152.37 183.15
 20.77 152.37 183.15
 20.77 152.37 183.15
 20.77 152.37 183.15
 20.77 152.38 183.15
 20.77 152.38 183.15
 20.77 152.38 183.15
 20.77 152.38 183.15
 20.78 152.38 183.15
 20.78 152.39 183.15
 20.78 152.39 183.15
 20.78 152.39 183.15
 20.78 152.39 183.15
 20.78 152.39 183.15
 20.78 152.40 183.15
 20.79 152.40 183.15
 20.79 152.40 183.15
 20.79 152.40 183.15
 20.79 152.40 183.15
 20.79 152.41 183.15
 20.79 152.41 183.14
 20.79 152.41 183.14
 20.79 152.41 183.14
 20.80 152.41 183.14
 20.80 152.42 183.14
 20.80 152.42 183.14
 20.80 152.42 183.14
 20.80 152.42 183.14
 20.80 152.42 183.14
 20.80 152.42 183.14
 20.80 152.43 183.14
 20.81 152.43 183.14
 20.81 152.43 183.14
 20.81 152.43 183.14
 20.81 152.43 183.14
 20.81 152.44 183.14
 20.81 152.44 183.14
 20.81 152.44 183.14
 20.81 152.44 183.14
 20.82 152.44 183.14
 20.82 152.45 183.14
 20.82 152.45 183.14
 20.82 152.45 183.14
 20.82 152.45 183.14
 20.82 152.45 183.14
 20.82 152.46 183.14
 20.83 152.46 183.14
 20.83 152.46 183.14
 20.83 152.46 183.14
 20.83 152.46 183.14
 20.83 152.47 183.14
 20.83 152.47 183.14
 20.83 152.47 183.14
 20.83 152.47 183.14
 20.84 152.47 183.14
 20.84 152.48 183.14
 20.84 152.48 183.14
 20.84 152.48 183.14
 20.84 152.48 183.14
 20.84 152.48 183.14
 20.84 152.49 183.14
 20.84 152.49 183.14
 20.85 152.49 183.14
 20.85 152.49 183.14
 20.85 152.49 183.14
 20.85 152.49 183.14
 20.85 152.50 183.14
 20.85 152.50 183.14
 20.85 152.50 183.14
 20.86 152.50 183.14
 20.86 152.50 183.14
 20.86 152.51 183.14
 20.86 152.51 183.14
 20.86 152.51 183.14
 20.86 152.51 183.14
 20.86 152.51 183.14
 20.86 152.52 183.14
 20.87 152.52 183.14
 20.87 152.52 183.14
 20.87 152.52 183.14
 20.87 152.52 183.14
 20.87 152.53 183.14
 20.87 152.53 183.14
 20.87 152.53 183.14
 20.87 152.53 183.14
 20.88 152.53 183.14
 20.88 152.54 183.14
 20.88 152.54 183.14
 20.88 152.54 183.14
 20.88 152.54 183.14
 20.88 152.54 183.14
 20.88 152.55 183.14
 20.89 152.55 183.14
 20.89 152.55 183.14
 20.89 152.55 183.14
 20.89 152.55 183.14
 20.89 152.56 183.14
 20.89 152.56 183.14
 20.89 152.56 183.14
 20.89 152.56 183.14
 20.90 152.56 183.14
 20.90 152.56 183.14
 20.90 152.57 183.14
 20.90 152.57 183.14
 20.90 152.57 183.14
 20.90 152.57 183.14
 20.90 152.57 183.14
 20.90 152.58 183.14
 20.91 152.58 183.14
 20.91 152.58 183.14
 20.91 152.58 183.14
 20.91 152.58 183.14
 20.91 152.59 183.14
 20.91 152.59 183.14
 20.91 152.59 183.14
 20.92 152.59 183.14
 20.92 152.59 183.14
 20.92 152.60 183.14
 20.92 152.60 183.14
 20.92 152.60 183.14
 20.92 152.60 183.14
 20.92 152.60 183.14
 20.92 152.61 183.14
 20.93 152.61 183.14
 20.93 152.61 183.14
 20.93 152.61 183.14
 20.93 152.61 183.14
 20.93 152.62 183.14
 20.93 152.62 183.14
 20.93 152.62 183.14
 20.93 152.62 183.14
 20.94 152.62 183.14
 20.94 152.62 183.14
 20.94 152.63 183.14
 20.94 152.63 183.14
 20.94 152.63 183.14
 20.94 152.63 183.14
 20.94 152.63 183.14
 20.94 152.64 183.14
 20.95 152.64 183.14
 20.95 152.64 183.14
 20.95 152.64 183.14
 20.95 152.64 183.14
 20.95 152.65 183.13
 20.95 152.65 183.13
 20.95 152.65 183.13
 20.96 152.65 183.13
 20.96 152.65 183.13
 20.96 152.66 183.13
 20.96 152.66 183.13
 20.96 152.66 183.13
 20.96 152.66 183.13
 20.96 152.66 183.13
 20.96 152.67 183.13
 20.97 152.67 183.13
 20.97 152.67 183.13
 20.97 152.67 183.13
 20.97 152.67 183.13
 20.97 152.67 183.13
 20.97 152.68 183.13
 20.97 152.68 183.13
 20.97 152.68 183.13
 20.98 152.68 183.13
 20.98 152.68 183.13
 20.98 152.69 183.13
 20.98 152.69 183.13
 20.98 152.69 183.13
 20.98 152.69 183.13
 20.98 152.69 183.13
 20.99 152.70 183.13
 20.99 152.70 183.13
 20.99 152.70 183.13
 20.99 152.70 183.13
 20.99 152.70 183.13
 20.99 152.71 183.13
 20.99 152.71 183.13
 20.99 152.71 183.13
 21.00 152.71 183.13
 21.00 152.71 183.13
 21.00 152.72 183.13
 21.00 152.72 183.13
 21.00 152.72 183.13
 21.00 152.72 183.13
 21.00 152.72 183.13
 21.00 152.72 183.13
 21.01 152.73 183.13
 21.01 152.73 183.13
 21.01 152.73 183.13
 21.01 152.73 183.13
 21.01 152.73 183.13
 21.01 152.74 183.13
 21.01 152.74 183.13
 21.02 152.74 183.13
 21.02 152.74 183.13
 21.02 152.74 183.13
 21.02 152.75 183.13
 21.02 152.75 183.13
 21.02 152.75 183.13
 21.02 152.75 183.13
 21.02 152.75 183.13
 21.03 152.76 183.13
 21.03 152.76 183.13
 21.03 152.76 183.13
 21.03 152.76 183.13
 21.03 152.76 183.13
 21.03 152.77 183.13
 21.03 152.77 183.13
 21.03 152.77 183.13
 21.04 152.77 183.13
 21.04 152.77 183.13
 21.04 152.77 183.13
 21.04 152.78 183.13
 21.04 152.78 183.13
 21.04 152.78 183.13
 21.04 152.78 183.13
 21.05 152.78 183.13
 21.05 152.79 183.13
 21.05 152.79 183.13
 21.05 152.79 183.13
 21.05 152.79 183.13
 21.05 152.79 183.13
 21.05 152.80 183.13
 21.05 152.80 183.13
 21.06 152.80 183.13
 21.06 152.80 183.13
 21.06 152.80 183.13
 21.06 152.81 183.13
 21.06 152.81 183.13
 21.06 152.81 183.13
 21.06 152.81 183.13
 21.06 152.81 183.13
 21.07 152.82 183.13
 21.07 152.82 183.13
 21.07 152.82 183.13
 21.07 152.82 183.13
 21.07 152.82 183.13
 21.07 152.82 183.13
 21.07 152.83 183.13
 21.08 152.83 183.13
 21.08 152.83 183.13
 21.08 152.83 183.13
 21.08 152.83 183.13
 21.08 152.84 183.13
 21.08 152.84 183.13
 21.08 152.84 183.13
 21.08 152.84 183.13
 21.09 152.84 183.13
 21.09 152.85 183.13
 21.09 152.85 183.13
 21.09 152.85 183.13
 21.09 152.85 183.13
 21.09 152.85 183.13
 21.09 152.86 183.13
 21.09 152.86 183.13
 21.10 152.86 183.13
 21.10 152.86 183.13
 21.10 152.86 183.13
 21.10 152.86 183.13
 21.10 152.87 183.13
 21.10 152.87 183.13
 21.10 152.87 183.13
 21.10 152.87 183.13
 21.11 152.87 183.13
 21.11 152.88 183.13
 21.11 152.88 183.13
 21.11 152.88 183.13
 21.11 152.88 183.13
 21.11 152.88 183.13
 21.11 152.89 183.13
 21.12 152.89 183.13
 21.12 152.89 183.13
 21.12 152.89 183.13
 21.12 152.89 183.13
 21.12 152.90 183.13
 21.12 152.90 183.13
 21.12 152.90 183.12
 21.12 152.90 183.12
 21.13 152.90 183.12
